implementation,revision,workload,seed,entries,allocated_handles,writers,repeat,seconds,ops,p50_ns,p95_ns,p99_ns,peak_rss_bytes,arena_bytes,bytes_per_handle,result_hash,errors,active_scan_ns,frozen_first_scan_ns,frozen_ready_scan_ns,phase,elapsed_ns,index_insert_ns,allocate_and_insert_ns,active_scan_ns_phase,freeze_prepare_ns,first_frozen_scan_ns,ready_frozen_scan_ns
skiplist,fdece4e,ascending,20260920,131072,131072,8,0,0.0217158,131072,NA,NA,NA,15532032,8178576,62,454339457082336225,0,6523000,6286083,6772500,all,41297417,21715834,21715834,6523000,0,6286083,6772500
radix,fdece4e,ascending,20260920,131072,131072,8,0,0.0233033,131072,NA,NA,NA,32571392,25300856,193,454339457082336225,0,7936459,8974208,9538542,all,51448084,23303250,23303250,7936459,1695625,8974208,9538542
radix,fdece4e,ascending,20260920,131072,131072,8,0,0.0219967,131072,NA,NA,NA,32587776,25241128,192,454339457082336225,0,9918417,12191708,7196667,all,54952250,21996750,21996750,9918417,3648708,12191708,7196667
vector,fdece4e,ascending,20260920,131072,131072,8,0,0.00766142,131072,NA,NA,NA,16318464,5603219,42,454339457082336225,0,35570500,35515583,6362458,all,85110000,7661417,7661417,35570500,42,35515583,6362458
skiplist,fdece4e,ascending,20260920,131072,131072,8,0,0.0181623,131072,NA,NA,NA,15499264,8156072,62,454339457082336225,0,7213791,6690167,6496583,all,38562874,18162292,18162292,7213791,41,6690167,6496583
vector,fdece4e,ascending,20260920,131072,131072,8,0,0.00789625,131072,NA,NA,NA,16465920,5603239,42,454339457082336225,0,37245709,34234541,6635459,all,86012001,7896250,7896250,37245709,42,34234541,6635459
skiplist,fdece4e,ascending,20260920,131072,131072,8,0,0.0187551,131072,NA,NA,NA,15466496,8153528,62,454339457082336225,0,6744917,6714583,6522667,all,38737334,18755125,18755125,6744917,42,6714583,6522667
radix,fdece4e,ascending,20260920,131072,131072,8,0,0.0196419,131072,NA,NA,NA,32866304,25574040,195,454339457082336225,0,9647459,10406291,7667292,all,50240833,19641916,19641916,9647459,2877875,10406291,7667292
radix,fdece4e,ascending,20260920,131072,131072,8,0,0.019782,131072,NA,NA,NA,32882688,25503888,194,454339457082336225,0,8869292,11197417,9289875,all,52464375,19782041,19782041,8869292,3325750,11197417,9289875
vector,fdece4e,ascending,20260920,131072,131072,8,0,0.00729017,131072,NA,NA,NA,16384000,5603219,42,454339457082336225,0,38832375,34169458,6668125,all,86960292,7290167,7290167,38832375,167,34169458,6668125
skiplist,fdece4e,ascending,20260920,131072,131072,8,0,0.0217973,131072,NA,NA,NA,15433728,8147872,62,454339457082336225,0,6683041,6601500,7026084,all,42107917,21797292,21797292,6683041,0,6601500,7026084
vector,fdece4e,random,20260920,131072,131072,1,0,0.0143778,131072,NA,NA,NA,15482880,5433534,41,454339457082336225,0,40445625,37662375,6405000,all,98890792,14377792,14377792,40445625,0,37662375,6405000
skiplist,fdece4e,random,20260920,131072,131072,1,0,0.0686356,131072,NA,NA,NA,14565376,7753832,59,454339457082336225,0,8121917,10894625,7487791,all,95139958,68635625,68635625,8121917,0,10894625,7487791
radix,fdece4e,random,20260920,131072,131072,1,0,0.0501158,131072,NA,NA,NA,30408704,23530648,179,454339457082336225,0,10228333,20099000,10465042,all,94405042,50115750,50115750,10228333,3496917,20099000,10465042
radix,fdece4e,random,20260920,131072,131072,1,0,0.054341,131072,NA,NA,NA,30375936,23530648,179,454339457082336225,0,11289416,14172167,16098167,all,98664667,54340959,54340959,11289416,2763958,14172167,16098167
vector,fdece4e,random,20260920,131072,131072,1,0,0.0151746,131072,NA,NA,NA,15466496,5433534,41,454339457082336225,0,39549542,38087583,7139542,all,99951333,15174583,15174583,39549542,83,38087583,7139542
skiplist,fdece4e,random,20260920,131072,131072,1,0,0.0690582,131072,NA,NA,NA,14565376,7753368,59,454339457082336225,0,8111458,11249792,6499667,all,94919667,69058167,69058167,8111458,583,11249792,6499667
vector,fdece4e,random,20260920,131072,131072,1,0,0.0136929,131072,NA,NA,NA,15466496,5433534,41,454339457082336225,0,43977917,40084041,7678750,all,105433750,13692917,13692917,43977917,125,40084041,7678750
skiplist,fdece4e,random,20260920,131072,131072,1,0,0.0705805,131072,NA,NA,NA,14581760,7752440,59,454339457082336225,0,9066041,6897209,6431583,all,92975375,70580542,70580542,9066041,0,6897209,6431583
radix,fdece4e,random,20260920,131072,131072,1,0,0.0521832,131072,NA,NA,NA,30425088,23530648,179,454339457082336225,0,13564042,13392083,17026625,all,98424375,52183208,52183208,13564042,2258417,13392083,17026625
radix,fdece4e,random,20260920,131072,131072,1,0,0.0499871,131072,NA,NA,NA,30392320,23530648,179,454339457082336225,0,17313458,14741167,16327583,all,101413166,49987125,49987125,17313458,3043833,14741167,16327583
vector,fdece4e,random,20260920,131072,131072,1,0,0.0166225,131072,NA,NA,NA,15482880,5433534,41,454339457082336225,0,37568208,37639833,6592875,all,98423375,16622459,16622459,37568208,0,37639833,6592875
skiplist,fdece4e,random,20260920,131072,131072,1,0,0.0904382,131072,NA,NA,NA,14598144,7752488,59,454339457082336225,0,9725584,7084458,6462333,all,113710583,90438166,90438166,9725584,42,7084458,6462333
vector,fdece4e,random,20260920,131072,131072,1,0,0.0137309,131072,NA,NA,NA,15433728,5433534,41,454339457082336225,0,39250833,39926334,7273791,all,100182000,13730917,13730917,39250833,125,39926334,7273791
skiplist,fdece4e,random,20260920,131072,131072,1,0,0.0703107,131072,NA,NA,NA,14598144,7752280,59,454339457082336225,0,7111916,6305834,8483625,all,92212084,70310667,70310667,7111916,42,6305834,8483625
radix,fdece4e,random,20260920,131072,131072,1,0,0.0555177,131072,NA,NA,NA,30441472,23530648,179,454339457082336225,0,16349417,16945375,11609417,all,104250167,55517750,55517750,16349417,3828208,16945375,11609417
radix,fdece4e,random,20260920,131072,131072,4,0,0.0205803,131072,NA,NA,NA,32440320,25144752,191,454339457082336225,0,16389042,19321250,13352708,all,73233666,20580291,20580291,16389042,3590375,19321250,13352708
vector,fdece4e,random,20260920,131072,131072,4,0,0.00737288,131072,NA,NA,NA,16236544,5603231,42,454339457082336225,0,44719208,38654459,8386958,all,99133584,7372875,7372875,44719208,84,38654459,8386958
skiplist,fdece4e,random,20260920,131072,131072,4,0,0.0307128,131072,NA,NA,NA,15351808,8124888,61,454339457082336225,0,11272750,8546208,6688625,all,57220333,30712750,30712750,11272750,0,8546208,6688625
vector,fdece4e,random,20260920,131072,131072,4,0,0.00974625,131072,NA,NA,NA,15728640,5603231,42,454339457082336225,0,43982666,36815625,7395459,all,97940000,9746250,9746250,43982666,0,36815625,7395459
skiplist,fdece4e,random,20260920,131072,131072,4,0,0.0264123,131072,NA,NA,NA,15335424,8131104,62,454339457082336225,0,6933333,13532250,8017709,all,54895625,26412333,26412333,6933333,0,13532250,8017709
radix,fdece4e,random,20260920,131072,131072,4,0,0.0151,131072,NA,NA,NA,32374784,25111048,191,454339457082336225,0,14671541,18243875,10721209,all,64116750,15100000,15100000,14671541,5380125,18243875,10721209
radix,fdece4e,random,20260920,131072,131072,4,0,0.0258347,131072,NA,NA,NA,32374784,25082864,191,454339457082336225,0,13907541,17729667,12540667,all,74456876,25834667,25834667,13907541,4444334,17729667,12540667
vector,fdece4e,random,20260920,131072,131072,4,0,0.00639975,131072,NA,NA,NA,16449536,5603259,42,454339457082336225,0,41669459,39338666,7197834,all,94605709,6399750,6399750,41669459,0,39338666,7197834
skiplist,fdece4e,random,20260920,131072,131072,4,0,0.0253555,131072,NA,NA,NA,15384576,8172032,62,454339457082336225,0,12745167,8112916,6698459,all,52912000,25355458,25355458,12745167,0,8112916,6698459
vector,fdece4e,random,20260920,131072,131072,4,0,0.00903633,131072,NA,NA,NA,16269312,5603231,42,454339457082336225,0,41281541,41892459,8124166,all,100334541,9036334,9036334,41281541,41,41892459,8124166
skiplist,fdece4e,random,20260920,131072,131072,4,0,0.0290783,131072,NA,NA,NA,15417344,8174304,62,454339457082336225,0,11725291,8104250,7760834,all,56668709,29078334,29078334,11725291,0,8104250,7760834
radix,fdece4e,random,20260920,131072,131072,4,0,0.0179548,131072,NA,NA,NA,32456704,25143400,191,454339457082336225,0,14527875,14065333,15910458,all,64888625,17954792,17954792,14527875,2430167,14065333,15910458
radix,fdece4e,random,20260920,131072,131072,4,0,0.0194162,131072,NA,NA,NA,32407552,25090120,191,454339457082336225,0,15329167,17124125,9541458,all,65722166,19416208,19416208,15329167,4311208,17124125,9541458
vector,fdece4e,random,20260920,131072,131072,4,0,0.00721725,131072,NA,NA,NA,16334848,5603231,42,454339457082336225,0,42255500,39380750,6594667,all,95448167,7217250,7217250,42255500,0,39380750,6594667
skiplist,fdece4e,random,20260920,131072,131072,4,0,0.0230323,131072,NA,NA,NA,15400960,8177704,62,454339457082336225,0,11722666,9985417,6819083,all,51559416,23032250,23032250,11722666,0,9985417,6819083
radix,fdece4e,random,20260920,131072,131072,8,0,0.0229943,131072,NA,NA,NA,32571392,25172464,192,454339457082336225,0,12938583,20005250,12576208,all,70619459,22994334,22994334,12938583,2105084,20005250,12576208
vector,fdece4e,random,20260920,131072,131072,8,0,0.0103817,131072,NA,NA,NA,16449536,5603219,42,454339457082336225,0,42828959,37862791,7740667,all,98814209,10381708,10381708,42828959,84,37862791,7740667
skiplist,fdece4e,random,20260920,131072,131072,8,0,0.0279266,131072,NA,NA,NA,15450112,8159080,62,454339457082336225,0,7202416,8977167,10630083,all,54736333,27926625,27926625,7202416,42,8977167,10630083
vector,fdece4e,random,20260920,131072,131072,8,0,0.0104085,131072,NA,NA,NA,16564224,5603199,42,454339457082336225,0,39994542,39793583,6436417,all,96633083,10408541,10408541,39994542,0,39793583,6436417
skiplist,fdece4e,random,20260920,131072,131072,8,0,0.026167,131072,NA,NA,NA,15450112,8150688,62,454339457082336225,0,8511750,12809041,7422792,all,54910542,26166959,26166959,8511750,0,12809041,7422792
radix,fdece4e,random,20260920,131072,131072,8,0,0.0280583,131072,NA,NA,NA,32538624,25172472,192,454339457082336225,0,17746500,15782542,18477500,all,84054001,28058292,28058292,17746500,3989167,15782542,18477500
radix,fdece4e,random,20260920,131072,131072,8,0,0.0295898,131072,NA,NA,NA,32538624,25134392,191,454339457082336225,0,16067625,16545125,15220292,all,80847084,29589750,29589750,16067625,3424292,16545125,15220292
vector,fdece4e,random,20260920,131072,131072,8,0,0.00974913,131072,NA,NA,NA,16482304,5603219,42,454339457082336225,0,42327875,39421542,7288416,all,98787000,9749125,9749125,42327875,42,39421542,7288416
skiplist,fdece4e,random,20260920,131072,131072,8,0,0.0225603,131072,NA,NA,NA,15433728,8168472,62,454339457082336225,0,8723583,7169583,8224667,all,46678125,22560250,22560250,8723583,42,7169583,8224667
vector,fdece4e,random,20260920,131072,131072,8,0,0.0159952,131072,NA,NA,NA,16875520,5603199,42,454339457082336225,0,45305209,41362125,7806875,all,110469501,15995250,15995250,45305209,42,41362125,7806875
skiplist,fdece4e,random,20260920,131072,131072,8,0,0.035039,131072,NA,NA,NA,15204352,8171912,62,454339457082336225,0,14406209,9138041,6623459,all,65206792,35039041,35039041,14406209,42,9138041,6623459
radix,fdece4e,random,20260920,131072,131072,8,0,0.0267549,131072,NA,NA,NA,32538624,25134608,191,454339457082336225,0,10776625,20058625,12128208,all,72508791,26754875,26754875,10776625,2790458,20058625,12128208
radix,fdece4e,random,20260920,131072,131072,8,0,0.0213458,131072,NA,NA,NA,32538624,25150328,191,454339457082336225,0,13167292,14819958,14414042,all,67033792,21345750,21345750,13167292,3286750,14819958,14414042
vector,fdece4e,random,20260920,131072,131072,8,0,0.0100239,131072,NA,NA,NA,16728064,5603179,42,454339457082336225,0,40648792,39851541,6621917,all,97146166,10023875,10023875,40648792,41,39851541,6621917
skiplist,fdece4e,random,20260920,131072,131072,8,0,0.025802,131072,NA,NA,NA,15433728,8174936,62,454339457082336225,0,11166833,6908083,6736417,all,50613417,25802042,25802042,11166833,42,6908083,6736417
vector,fdece4e,versions,20260920,131072,131072,1,0,0.0144325,131072,NA,NA,NA,15499264,5433534,41,4785945059249892485,0,39872584,36413458,6751292,all,97469876,14432500,14432500,39872584,42,36413458,6751292
skiplist,fdece4e,versions,20260920,131072,131072,1,0,0.0592414,131072,NA,NA,NA,14598144,7755128,59,4785945059249892485,0,10058834,6569708,7255958,all,83125917,59241375,59241375,10058834,42,6569708,7255958
radix,fdece4e,versions,20260920,131072,131072,1,0,0.040145,131072,NA,NA,NA,28295168,21420344,163,4785945059249892485,0,15946958,11380708,7894792,all,78765167,40144959,40144959,15946958,3397750,11380708,7894792
radix,fdece4e,versions,20260920,131072,131072,1,0,0.0407608,131072,NA,NA,NA,28278784,21420344,163,4785945059249892485,0,13401291,13614709,9649291,all,80256500,40760792,40760792,13401291,2830417,13614709,9649291
vector,fdece4e,versions,20260920,131072,131072,1,0,0.0138334,131072,NA,NA,NA,16449536,5433534,41,4785945059249892485,0,37198042,36904208,6741708,all,94677333,13833375,13833375,37198042,0,36904208,6741708
skiplist,fdece4e,versions,20260920,131072,131072,1,0,0.0548909,131072,NA,NA,NA,14630912,7752424,59,4785945059249892485,0,9155042,7915833,6561417,all,78523209,54890917,54890917,9155042,0,7915833,6561417
vector,fdece4e,versions,20260920,131072,131072,1,0,0.0139068,131072,NA,NA,NA,15417344,5433534,41,4785945059249892485,0,37648958,35158708,8087250,all,94801750,13906792,13906792,37648958,42,35158708,8087250
skiplist,fdece4e,versions,20260920,131072,131072,1,0,0.0571174,131072,NA,NA,NA,14598144,7757536,59,4785945059249892485,0,7144250,6768625,6695792,all,77726042,57117375,57117375,7144250,0,6768625,6695792
radix,fdece4e,versions,20260920,131072,131072,1,0,0.0401041,131072,NA,NA,NA,28311552,21420344,163,4785945059249892485,0,14999084,10557708,7033042,all,75641917,40104083,40104083,14999084,2948000,10557708,7033042
radix,fdece4e,versions,20260920,131072,131072,1,0,0.042043,131072,NA,NA,NA,28295168,21420344,163,4785945059249892485,0,16464459,11513166,13965917,all,87303875,42043000,42043000,16464459,3317333,11513166,13965917
vector,fdece4e,versions,20260920,131072,131072,1,0,0.0146134,131072,NA,NA,NA,15499264,5433534,41,4785945059249892485,0,37918000,37471833,7146792,all,97150209,14613417,14613417,37918000,167,37471833,7146792
skiplist,fdece4e,versions,20260920,131072,131072,1,0,0.0579965,131072,NA,NA,NA,14581760,7757768,59,4785945059249892485,0,7338333,6654458,6346292,all,78335625,57996500,57996500,7338333,42,6654458,6346292
vector,fdece4e,versions,20260920,131072,131072,1,0,0.0137054,131072,NA,NA,NA,15433728,5433534,41,4785945059249892485,0,37980084,36825250,7454166,all,95965000,13705375,13705375,37980084,125,36825250,7454166
skiplist,fdece4e,versions,20260920,131072,131072,1,0,0.058289,131072,NA,NA,NA,14548992,7753592,59,4785945059249892485,0,6766542,9715875,7806875,all,82578375,58289042,58289042,6766542,41,9715875,7806875
radix,fdece4e,versions,20260920,131072,131072,1,0,0.0417529,131072,NA,NA,NA,28278784,21420344,163,4785945059249892485,0,11166083,10906750,15673167,all,81783000,41752917,41752917,11166083,2284083,10906750,15673167
radix,fdece4e,versions,20260920,131072,131072,4,0,0.0219448,131072,NA,NA,NA,29802496,22528992,171,4785945059249892485,0,19044333,14549375,11196167,all,70988833,21944833,21944833,19044333,4254125,14549375,11196167
vector,fdece4e,versions,20260920,131072,131072,4,0,0.00698383,131072,NA,NA,NA,16433152,5603231,42,4785945059249892485,0,41318625,36756458,9971292,all,95030208,6983833,6983833,41318625,0,36756458,9971292
skiplist,fdece4e,versions,20260920,131072,131072,4,0,0.0149031,131072,NA,NA,NA,15384576,8142576,62,4785945059249892485,0,9867416,10945542,8709292,all,44425376,14903084,14903084,9867416,42,10945542,8709292
vector,fdece4e,versions,20260920,131072,131072,4,0,0.00604667,131072,NA,NA,NA,16285696,5603259,42,4785945059249892485,0,40419916,37548959,6580291,all,90596083,6046667,6046667,40419916,250,37548959,6580291
skiplist,fdece4e,versions,20260920,131072,131072,4,0,0.0270769,131072,NA,NA,NA,15335424,8122456,61,4785945059249892485,0,17387167,9651583,6959083,all,61074750,27076875,27076875,17387167,42,9651583,6959083
radix,fdece4e,versions,20260920,131072,131072,4,0,0.014415,131072,NA,NA,NA,29884416,22546256,172,4785945059249892485,0,20700500,16868625,19335083,all,75172167,14415042,14415042,20700500,3852917,16868625,19335083
radix,fdece4e,versions,20260920,131072,131072,4,0,0.0189533,131072,NA,NA,NA,29769728,22523384,171,4785945059249892485,0,19066167,18636541,15959542,all,77820250,18953333,18953333,19066167,5204667,18636541,15959542
vector,fdece4e,versions,20260920,131072,131072,4,0,0.0118208,131072,NA,NA,NA,16842752,5603259,42,4785945059249892485,0,39289667,37944000,6660291,all,95714750,11820792,11820792,39289667,0,37944000,6660291
skiplist,fdece4e,versions,20260920,131072,131072,4,0,0.0168584,131072,NA,NA,NA,15384576,8125016,61,4785945059249892485,0,13365209,6521958,10123208,all,46868791,16858416,16858416,13365209,0,6521958,10123208
vector,fdece4e,versions,20260920,131072,131072,4,0,0.00600796,131072,NA,NA,NA,15597568,5603259,42,4785945059249892485,0,40045334,39069750,8359500,all,93482542,6007958,6007958,40045334,0,39069750,8359500
skiplist,fdece4e,versions,20260920,131072,131072,4,0,0.0243841,131072,NA,NA,NA,15335424,8184104,62,4785945059249892485,0,8790500,12516750,8352916,all,54044291,24384125,24384125,8790500,0,12516750,8352916
radix,fdece4e,versions,20260920,131072,131072,4,0,0.0143884,131072,NA,NA,NA,29851648,22537280,171,4785945059249892485,0,17431500,17097625,15773208,all,69361750,14388417,14388417,17431500,4671000,17097625,15773208
radix,fdece4e,versions,20260920,131072,131072,4,0,0.0263215,131072,NA,NA,NA,29818880,22545488,172,4785945059249892485,0,14354333,20136209,13901583,all,80637042,26321542,26321542,14354333,5923375,20136209,13901583
vector,fdece4e,versions,20260920,131072,131072,4,0,0.011119,131072,NA,NA,NA,15745024,5603279,42,4785945059249892485,0,39164292,38665083,6876417,all,95824959,11119000,11119000,39164292,167,38665083,6876417
skiplist,fdece4e,versions,20260920,131072,131072,4,0,0.0152709,131072,NA,NA,NA,15368192,8137488,62,4785945059249892485,0,14706791,7425459,7553791,all,44956958,15270917,15270917,14706791,0,7425459,7553791
radix,fdece4e,versions,20260920,131072,131072,8,0,0.0180153,131072,NA,NA,NA,29933568,22562440,172,4785945059249892485,0,19955375,19908083,15401792,all,77544375,18015292,18015292,19955375,4263833,19908083,15401792
vector,fdece4e,versions,20260920,131072,131072,8,0,0.00855529,131072,NA,NA,NA,16809984,5603219,42,4785945059249892485,0,39551833,38249667,7705000,all,94061792,8555292,8555292,39551833,0,38249667,7705000
skiplist,fdece4e,versions,20260920,131072,131072,8,0,0.0237087,131072,NA,NA,NA,15532032,8178240,62,4785945059249892485,0,8811417,8562417,10222916,all,51305458,23708666,23708666,8811417,42,8562417,10222916
vector,fdece4e,versions,20260920,131072,131072,8,0,0.00705692,131072,NA,NA,NA,16302080,5603179,42,4785945059249892485,0,37005625,35620708,6569042,all,86252292,7056917,7056917,37005625,0,35620708,6569042
skiplist,fdece4e,versions,20260920,131072,131072,8,0,0.0144604,131072,NA,NA,NA,15417344,8182720,62,4785945059249892485,0,13926583,10014167,6593125,all,44994334,14460417,14460417,13926583,42,10014167,6593125
radix,fdece4e,versions,20260920,131072,131072,8,0,0.0269908,131072,NA,NA,NA,29851648,22561648,172,4785945059249892485,0,13781334,19493541,14995042,all,78732334,26990750,26990750,13781334,3471667,19493541,14995042
radix,fdece4e,versions,20260920,131072,131072,8,0,0.0236451,131072,NA,NA,NA,29900800,22541888,171,4785945059249892485,0,17739584,15177250,17317916,all,77987250,23645125,23645125,17739584,4107375,15177250,17317916
vector,fdece4e,versions,20260920,131072,131072,8,0,0.00729488,131072,NA,NA,NA,16728064,5603219,42,4785945059249892485,0,39485458,35363917,6475375,all,88619709,7294875,7294875,39485458,84,35363917,6475375
skiplist,fdece4e,versions,20260920,131072,131072,8,0,0.0223266,131072,NA,NA,NA,15400960,8144392,62,4785945059249892485,0,9944375,7059917,9666291,all,48997208,22326583,22326583,9944375,42,7059917,9666291
vector,fdece4e,versions,20260920,131072,131072,8,0,0.00942492,131072,NA,NA,NA,16400384,5603219,42,4785945059249892485,0,41187292,35447083,6812875,all,92872208,9424916,9424916,41187292,42,35447083,6812875
skiplist,fdece4e,versions,20260920,131072,131072,8,0,0.0221705,131072,NA,NA,NA,15384576,8175416,62,4785945059249892485,0,13797958,8239209,6472291,all,50679958,22170500,22170500,13797958,0,8239209,6472291
radix,fdece4e,versions,20260920,131072,131072,8,0,0.0175527,131072,NA,NA,NA,29966336,22558040,172,4785945059249892485,0,18090750,20462958,13971000,all,73915750,17552708,17552708,18090750,3838334,20462958,13971000
radix,fdece4e,versions,20260920,131072,131072,8,0,0.0212722,131072,NA,NA,NA,29835264,22512768,171,4785945059249892485,0,16567541,19174125,17100959,all,79921959,21272250,21272250,16567541,5807084,19174125,17100959
vector,fdece4e,versions,20260920,131072,131072,8,0,0.00763979,131072,NA,NA,NA,16662528,5603199,42,4785945059249892485,0,38102041,37031500,6268042,all,89041417,7639792,7639792,38102041,42,37031500,6268042
skiplist,fdece4e,versions,20260920,131072,131072,8,0,0.0195597,131072,NA,NA,NA,15433728,8179840,62,4785945059249892485,0,11895875,7221083,6358209,all,45034876,19559667,19559667,11895875,42,7221083,6358209
vector,fdece4e,ascending,20260921,1024,1024,1,0,0.000163708,1024,NA,NA,NA,5865472,42436,41,16340194407465152223,0,68292,63041,49542,all,344583,163708,163708,68292,0,63041,49542
skiplist,fdece4e,ascending,20260921,1024,1024,1,0,0.000328083,1024,NA,NA,NA,5767168,60576,59,16340194407465152223,0,53542,51292,52250,all,485209,328083,328083,53542,42,51292,52250
radix,fdece4e,ascending,20260921,1024,1024,1,0,0.00025575,1024,NA,NA,NA,5881856,181072,176,16340194407465152223,0,54583,54125,49500,all,418542,255750,255750,54583,4584,54125,49500
radix,fdece4e,ascending,20260921,1024,1024,1,0,0.000253166,1024,NA,NA,NA,5881856,181072,176,16340194407465152223,0,52709,54166,49500,all,414166,253166,253166,52709,4625,54166,49500
vector,fdece4e,ascending,20260921,1024,1024,1,0,0.000172959,1024,NA,NA,NA,5849088,42436,41,16340194407465152223,0,132958,122375,84750,all,513167,172959,172959,132958,125,122375,84750
skiplist,fdece4e,ascending,20260921,1024,1024,1,0,0.000343709,1024,NA,NA,NA,5799936,60896,59,16340194407465152223,0,54375,49500,49333,all,496958,343709,343709,54375,41,49500,49333
vector,fdece4e,ascending,20260921,1024,1024,1,0,0.000180458,1024,NA,NA,NA,5865472,42436,41,16340194407465152223,0,70125,65542,51416,all,367541,180458,180458,70125,0,65542,51416
skiplist,fdece4e,ascending,20260921,1024,1024,1,0,0.000342542,1024,NA,NA,NA,5767168,60848,59,16340194407465152223,0,94375,51708,65250,all,553875,342542,342542,94375,0,51708,65250
radix,fdece4e,ascending,20260921,1024,1024,1,0,0.000281125,1024,NA,NA,NA,5898240,181072,176,16340194407465152223,0,54042,57333,51292,all,449625,281125,281125,54042,5833,57333,51292
radix,fdece4e,ascending,20260921,1024,1024,1,0,0.0002675,1024,NA,NA,NA,5881856,181072,176,16340194407465152223,0,54250,54250,49417,all,430000,267500,267500,54250,4583,54250,49417
vector,fdece4e,ascending,20260921,1024,1024,1,0,0.000171583,1024,NA,NA,NA,5849088,42436,41,16340194407465152223,0,66542,63167,49500,all,350917,171583,171583,66542,125,63167,49500
skiplist,fdece4e,ascending,20260921,1024,1024,1,0,0.00033375,1024,NA,NA,NA,5799936,61040,59,16340194407465152223,0,54084,49416,49417,all,486667,333750,333750,54084,0,49416,49417
vector,fdece4e,ascending,20260921,1024,1024,1,0,0.000164917,1024,NA,NA,NA,5865472,42436,41,16340194407465152223,0,70458,65417,49542,all,350334,164917,164917,70458,0,65417,49542
skiplist,fdece4e,ascending,20260921,1024,1024,1,0,0.000376375,1024,NA,NA,NA,5799936,60760,59,16340194407465152223,0,52792,51291,51292,all,531750,376375,376375,52792,0,51291,51292
radix,fdece4e,ascending,20260921,1024,1024,1,0,0.000260417,1024,NA,NA,NA,5881856,181072,176,16340194407465152223,0,54458,54125,49500,all,422958,260417,260417,54458,4458,54125,49500
radix,fdece4e,ascending,20260921,1024,1024,4,0,0.000497,1024,NA,NA,NA,6045696,198392,193,16340194407465152223,0,110125,110542,93041,all,834750,497000,497000,110125,24042,110542,93041
vector,fdece4e,ascending,20260921,1024,1024,4,0,0.00031,1024,NA,NA,NA,6029312,43671,42,16340194407465152223,0,174792,166333,54708,all,705874,310000,310000,174792,41,166333,54708
skiplist,fdece4e,ascending,20260921,1024,1024,4,0,0.000274125,1024,NA,NA,NA,5931008,63184,61,16340194407465152223,0,52375,51375,51291,all,429166,274125,274125,52375,0,51375,51291
vector,fdece4e,ascending,20260921,1024,1024,4,0,0.00026875,1024,NA,NA,NA,6176768,43691,42,16340194407465152223,0,180042,167167,48333,all,664292,268750,268750,180042,0,167167,48333
skiplist,fdece4e,ascending,20260921,1024,1024,4,0,0.000263875,1024,NA,NA,NA,6078464,63768,62,16340194407465152223,0,52459,51291,51250,all,418916,263875,263875,52459,41,51291,51250
radix,fdece4e,ascending,20260921,1024,1024,4,0,0.000272041,1024,NA,NA,NA,6144000,195944,191,16340194407465152223,0,55209,56583,51500,all,440458,272041,272041,55209,5125,56583,51500
radix,fdece4e,ascending,20260921,1024,1024,4,0,0.000550375,1024,NA,NA,NA,5996544,196168,191,16340194407465152223,0,87750,57875,51375,all,753333,550375,550375,87750,5958,57875,51375
vector,fdece4e,ascending,20260921,1024,1024,4,0,0.000252167,1024,NA,NA,NA,6176768,43711,42,16340194407465152223,0,186042,174583,49458,all,662250,252167,252167,186042,0,174583,49458
skiplist,fdece4e,ascending,20260921,1024,1024,4,0,0.000582834,1024,NA,NA,NA,5898240,63576,62,16340194407465152223,0,88041,84542,84208,all,839625,582834,582834,88041,0,84542,84208
vector,fdece4e,ascending,20260921,1024,1024,4,0,0.000244583,1024,NA,NA,NA,6193152,43711,42,16340194407465152223,0,174792,159500,48333,all,627291,244583,244583,174792,83,159500,48333
skiplist,fdece4e,ascending,20260921,1024,1024,4,0,0.000474791,1024,NA,NA,NA,5832704,61184,59,16340194407465152223,0,52959,51375,51291,all,630457,474791,474791,52959,41,51375,51291
radix,fdece4e,ascending,20260921,1024,1024,4,0,0.000285584,1024,NA,NA,NA,6127616,194640,190,16340194407465152223,0,58250,56500,51333,all,456667,285584,285584,58250,5000,56500,51333
radix,fdece4e,ascending,20260921,1024,1024,4,0,0.000296625,1024,NA,NA,NA,6176768,196864,192,16340194407465152223,0,56708,56792,51333,all,466625,296625,296625,56708,5167,56792,51333
vector,fdece4e,ascending,20260921,1024,1024,4,0,0.000272417,1024,NA,NA,NA,6176768,43711,42,16340194407465152223,0,178166,164959,48250,all,663792,272417,272417,178166,0,164959,48250
skiplist,fdece4e,ascending,20260921,1024,1024,4,0,0.00028075,1024,NA,NA,NA,6029312,63752,62,16340194407465152223,0,52584,51375,51291,all,436041,280750,280750,52584,41,51375,51291
radix,fdece4e,ascending,20260921,1024,1024,8,0,0.000376708,1024,NA,NA,NA,6193152,202280,197,16340194407465152223,0,56333,65709,48166,all,552291,376708,376708,56333,5375,65709,48166
vector,fdece4e,ascending,20260921,1024,1024,8,0,0.000288458,1024,NA,NA,NA,6176768,43671,42,16340194407465152223,0,172917,158750,48458,all,668583,288458,288458,172917,0,158750,48458
skiplist,fdece4e,ascending,20260921,1024,1024,8,0,0.000305916,1024,NA,NA,NA,6012928,64096,62,16340194407465152223,0,52584,51291,51292,all,461124,305916,305916,52584,41,51291,51292
vector,fdece4e,ascending,20260921,1024,1024,8,0,0.000395208,1024,NA,NA,NA,6193152,43671,42,16340194407465152223,0,179584,169000,51333,all,795125,395208,395208,179584,0,169000,51333
