implementation,revision,workload,seed,entries,allocated_handles,writers,repeat,seconds,ops,p50_ns,p95_ns,p99_ns,peak_rss_bytes,arena_bytes,bytes_per_handle,result_hash,errors,active_scan_ns,frozen_first_scan_ns,frozen_ready_scan_ns,phase,elapsed_ns,index_insert_ns,allocate_and_insert_ns,active_scan_ns_phase,freeze_prepare_ns,first_frozen_scan_ns,ready_frozen_scan_ns
skiplist,fdece4e,versions,20260922,1024,1024,1,0,0.000370375,1024,NA,NA,NA,5783552,61136,59,3561195745626025575,0,99333,86208,86084,all,642042,370375,370375,99333,42,86208,86084
radix,fdece4e,versions,20260922,1024,1024,1,0,0.000294458,1024,NA,NA,NA,5865472,160832,157,3561195745626025575,0,53792,55083,49542,all,458291,294458,294458,53792,5416,55083,49542
radix,fdece4e,versions,20260922,1024,1024,1,0,0.000307625,1024,NA,NA,NA,5865472,160832,157,3561195745626025575,0,56000,55333,49625,all,474208,307625,307625,56000,5625,55333,49625
vector,fdece4e,versions,20260922,1024,1024,1,0,0.000159041,1024,NA,NA,NA,5865472,42436,41,3561195745626025575,0,186125,178709,51375,all,575292,159041,159041,186125,42,178709,51375
skiplist,fdece4e,versions,20260922,1024,1024,1,0,0.000350667,1024,NA,NA,NA,5816320,60880,59,3561195745626025575,0,51417,49541,49584,all,501209,350667,350667,51417,0,49541,49584
vector,fdece4e,versions,20260922,1024,1024,1,0,0.000174083,1024,NA,NA,NA,5865472,42436,41,3561195745626025575,0,189000,179709,51416,all,594250,174083,174083,189000,42,179709,51416
skiplist,fdece4e,versions,20260922,1024,1024,1,0,0.000337959,1024,NA,NA,NA,5799936,60928,59,3561195745626025575,0,56916,51584,51458,all,497917,337959,337959,56916,0,51584,51458
radix,fdece4e,versions,20260922,1024,1024,1,0,0.000746959,1024,NA,NA,NA,5881856,160832,157,3561195745626025575,0,59750,58000,52500,all,923584,746959,746959,59750,6375,58000,52500
radix,fdece4e,versions,20260922,1024,1024,4,0,0.000379792,1024,NA,NA,NA,5963776,164720,160,3561195745626025575,0,57917,57916,51417,all,553459,379792,379792,57917,6417,57916,51417
vector,fdece4e,versions,20260922,1024,1024,4,0,0.000276875,1024,NA,NA,NA,6176768,43691,42,3561195745626025575,0,200917,181500,48375,all,707667,276875,276875,200917,0,181500,48375
skiplist,fdece4e,versions,20260922,1024,1024,4,0,0.000336458,1024,NA,NA,NA,5898240,63992,62,3561195745626025575,0,53542,51458,51375,all,492874,336458,336458,53542,41,51458,51375
vector,fdece4e,versions,20260922,1024,1024,4,0,0.000257666,1024,NA,NA,NA,6160384,43691,42,3561195745626025575,0,200209,181916,56792,all,696583,257666,257666,200209,0,181916,56792
skiplist,fdece4e,versions,20260922,1024,1024,4,0,0.000243167,1024,NA,NA,NA,6144000,63640,62,3561195745626025575,0,52500,51458,51375,all,398500,243167,243167,52500,0,51458,51375
radix,fdece4e,versions,20260922,1024,1024,4,0,0.000369458,1024,NA,NA,NA,5980160,171480,167,3561195745626025575,0,59917,58083,51542,all,545583,369458,369458,59917,6583,58083,51542
radix,fdece4e,versions,20260922,1024,1024,4,0,0.000266125,1024,NA,NA,NA,6029312,172632,168,3561195745626025575,0,56417,57708,51459,all,437876,266125,266125,56417,6167,57708,51459
vector,fdece4e,versions,20260922,1024,1024,4,0,0.000287125,1024,NA,NA,NA,6029312,43691,42,3561195745626025575,0,200750,189916,54459,all,732291,287125,287125,200750,41,189916,54459
skiplist,fdece4e,versions,20260922,1024,1024,4,0,0.000360958,1024,NA,NA,NA,5931008,64232,62,3561195745626025575,0,53125,51875,51583,all,517541,360958,360958,53125,0,51875,51583
vector,fdece4e,versions,20260922,1024,1024,4,0,0.000247166,1024,NA,NA,NA,6225920,43691,42,3561195745626025575,0,196667,180792,48500,all,673166,247166,247166,196667,41,180792,48500
skiplist,fdece4e,versions,20260922,1024,1024,4,0,0.000354333,1024,NA,NA,NA,5881856,64616,63,3561195745626025575,0,53292,51375,51458,all,510458,354333,354333,53292,0,51375,51458
radix,fdece4e,versions,20260922,1024,1024,4,0,0.000364125,1024,NA,NA,NA,6078464,170240,166,3561195745626025575,0,57500,57916,51417,all,537291,364125,364125,57500,6333,57916,51417
radix,fdece4e,versions,20260922,1024,1024,4,0,0.000286208,1024,NA,NA,NA,6029312,195224,190,3561195745626025575,0,58250,57875,51542,all,460083,286208,286208,58250,6208,57875,51542
vector,fdece4e,versions,20260922,1024,1024,4,0,0.000261583,1024,NA,NA,NA,6209536,43691,42,3561195745626025575,0,201333,183542,49708,all,696416,261583,261583,201333,250,183542,49708
skiplist,fdece4e,versions,20260922,1024,1024,4,0,0.000291917,1024,NA,NA,NA,6029312,64552,63,3561195745626025575,0,52708,51584,51458,all,447667,291917,291917,52708,0,51584,51458
radix,fdece4e,versions,20260922,1024,1024,8,0,0.000399833,1024,NA,NA,NA,6160384,166264,162,3561195745626025575,0,59834,58333,51625,all,576333,399833,399833,59834,6708,58333,51625
vector,fdece4e,versions,20260922,1024,1024,8,0,0.000389416,1024,NA,NA,NA,6078464,43691,42,3561195745626025575,0,192917,177333,49542,all,809208,389416,389416,192917,0,177333,49542
skiplist,fdece4e,versions,20260922,1024,1024,8,0,0.000310416,1024,NA,NA,NA,6045696,63304,61,3561195745626025575,0,52500,51459,51375,all,465792,310416,310416,52500,42,51459,51375
vector,fdece4e,versions,20260922,1024,1024,8,0,0.000322708,1024,NA,NA,NA,6160384,43630,42,3561195745626025575,0,196875,181417,49667,all,750667,322708,322708,196875,0,181417,49667
skiplist,fdece4e,versions,20260922,1024,1024,8,0,0.0003615,1024,NA,NA,NA,6029312,64160,62,3561195745626025575,0,52584,51458,51417,all,517000,361500,361500,52584,41,51458,51417
radix,fdece4e,versions,20260922,1024,1024,8,0,0.000479917,1024,NA,NA,NA,6094848,165496,161,3561195745626025575,0,66083,58167,51541,all,662249,479917,479917,66083,6541,58167,51541
radix,fdece4e,versions,20260922,1024,1024,8,0,0.000487667,1024,NA,NA,NA,6127616,163024,159,3561195745626025575,0,64375,57833,51500,all,667666,487667,487667,64375,6291,57833,51500
vector,fdece4e,versions,20260922,1024,1024,8,0,0.000326875,1024,NA,NA,NA,6160384,43651,42,3561195745626025575,0,192667,172583,48375,all,740541,326875,326875,192667,41,172583,48375
skiplist,fdece4e,versions,20260922,1024,1024,8,0,0.000922666,1024,NA,NA,NA,6029312,63392,61,3561195745626025575,0,136959,129166,87375,all,1276166,922666,922666,136959,0,129166,87375
vector,fdece4e,versions,20260922,1024,1024,8,0,0.000346792,1024,NA,NA,NA,6258688,43631,42,3561195745626025575,0,193792,174250,48416,all,763250,346792,346792,193792,0,174250,48416
skiplist,fdece4e,versions,20260922,1024,1024,8,0,0.000342416,1024,NA,NA,NA,6062080,63784,62,3561195745626025575,0,52875,51459,51500,all,498292,342416,342416,52875,42,51459,51500
radix,fdece4e,versions,20260922,1024,1024,8,0,0.000409542,1024,NA,NA,NA,6111232,166480,162,3561195745626025575,0,58708,57833,51542,all,583958,409542,409542,58708,6333,57833,51542
radix,fdece4e,versions,20260922,1024,1024,8,0,0.000381875,1024,NA,NA,NA,6078464,169384,165,3561195745626025575,0,57334,57791,51459,all,554793,381875,381875,57334,6334,57791,51459
vector,fdece4e,versions,20260922,1024,1024,8,0,0.000344542,1024,NA,NA,NA,6111232,43651,42,3561195745626025575,0,194250,186833,51458,all,777125,344542,344542,194250,42,186833,51458
skiplist,fdece4e,versions,20260922,1024,1024,8,0,0.000304583,1024,NA,NA,NA,6045696,63248,61,3561195745626025575,0,52417,51416,51417,all,459874,304583,304583,52417,41,51416,51417
vector,fdece4e,ascending,20260922,16384,16384,1,0,0.00403213,16384,NA,NA,NA,7061504,679171,41,10391311361299390019,0,1124792,1084416,853834,all,7095208,4032125,4032125,1124792,41,1084416,853834
skiplist,fdece4e,ascending,20260922,16384,16384,1,0,0.00765783,16384,NA,NA,NA,6848512,969600,59,10391311361299390019,0,808583,778084,771083,all,10015625,7657833,7657833,808583,42,778084,771083
radix,fdece4e,ascending,20260922,16384,16384,1,0,0.00379912,16384,NA,NA,NA,8765440,2910392,177,10391311361299390019,0,841042,918416,820834,all,6487000,3799125,3799125,841042,107583,918416,820834
radix,fdece4e,ascending,20260922,16384,16384,1,0,0.00377475,16384,NA,NA,NA,8749056,2910392,177,10391311361299390019,0,833042,931542,800375,all,6466751,3774750,3774750,833042,127042,931542,800375
vector,fdece4e,ascending,20260922,16384,16384,1,0,0.00183733,16384,NA,NA,NA,7028736,679171,41,10391311361299390019,0,1013667,1031083,816958,all,4699041,1837333,1837333,1013667,0,1031083,816958
skiplist,fdece4e,ascending,20260922,16384,16384,1,0,0.00582742,16384,NA,NA,NA,6848512,969176,59,10391311361299390019,0,788583,771250,771167,all,8158417,5827417,5827417,788583,0,771250,771167
vector,fdece4e,ascending,20260922,16384,16384,1,0,0.00194883,16384,NA,NA,NA,6979584,679171,41,10391311361299390019,0,1113792,1054958,833750,all,4951333,1948833,1948833,1113792,0,1054958,833750
skiplist,fdece4e,ascending,20260922,16384,16384,1,0,0.00603113,16384,NA,NA,NA,6832128,970144,59,10391311361299390019,0,841792,823625,825791,all,8522416,6031125,6031125,841792,83,823625,825791
radix,fdece4e,ascending,20260922,16384,16384,1,0,0.00353417,16384,NA,NA,NA,8749056,2910392,177,10391311361299390019,0,812125,883083,803792,all,6113792,3534167,3534167,812125,80625,883083,803792
radix,fdece4e,ascending,20260922,16384,16384,1,0,0.0035845,16384,NA,NA,NA,8749056,2910392,177,10391311361299390019,0,820250,851167,798583,all,6131041,3584500,3584500,820250,76541,851167,798583
vector,fdece4e,ascending,20260922,16384,16384,1,0,0.00178038,16384,NA,NA,NA,6995968,679171,41,10391311361299390019,0,991375,976000,789875,all,4537625,1780375,1780375,991375,0,976000,789875
skiplist,fdece4e,ascending,20260922,16384,16384,1,0,0.00592412,16384,NA,NA,NA,6832128,969320,59,10391311361299390019,0,782083,782875,802375,all,8291500,5924125,5924125,782083,42,782875,802375
vector,fdece4e,ascending,20260922,16384,16384,1,0,0.00185833,16384,NA,NA,NA,7012352,679171,41,10391311361299390019,0,1111917,1039583,822375,all,4832291,1858333,1858333,1111917,83,1039583,822375
skiplist,fdece4e,ascending,20260922,16384,16384,1,0,0.00636292,16384,NA,NA,NA,6832128,969032,59,10391311361299390019,0,779792,770958,784834,all,8698500,6362916,6362916,779792,0,770958,784834
radix,fdece4e,ascending,20260922,16384,16384,1,0,0.00367696,16384,NA,NA,NA,8749056,2910392,177,10391311361299390019,0,810209,927625,807750,all,6330501,3676958,3676958,810209,107959,927625,807750
radix,fdece4e,ascending,20260922,16384,16384,4,0,0.00190058,16384,NA,NA,NA,9535488,3286864,200,10391311361299390019,0,875625,1002417,798083,all,4754916,1900583,1900583,875625,178208,1002417,798083
vector,fdece4e,ascending,20260922,16384,16384,4,0,0.00147496,16384,NA,NA,NA,7536640,700311,42,10391311361299390019,0,5931000,3650792,861208,all,11917958,1474958,1474958,5931000,0,3650792,861208
skiplist,fdece4e,ascending,20260922,16384,16384,4,0,0.00535671,16384,NA,NA,NA,6946816,1018552,62,10391311361299390019,0,920834,823875,822958,all,7924375,5356708,5356708,920834,0,823875,822958
vector,fdece4e,ascending,20260922,16384,16384,4,0,0.000949583,16384,NA,NA,NA,7602176,700331,42,10391311361299390019,0,3484334,3771166,834667,all,9039792,949583,949583,3484334,42,3771166,834667
skiplist,fdece4e,ascending,20260922,16384,16384,4,0,0.00253975,16384,NA,NA,NA,7290880,1014872,61,10391311361299390019,0,865625,810333,899417,all,5115167,2539750,2539750,865625,42,810333,899417
radix,fdece4e,ascending,20260922,16384,16384,4,0,0.00222146,16384,NA,NA,NA,9453568,3239576,197,10391311361299390019,0,846667,907333,805792,all,4863791,2221458,2221458,846667,82541,907333,805792
radix,fdece4e,ascending,20260922,16384,16384,4,0,0.00303117,16384,NA,NA,NA,9371648,3154560,192,10391311361299390019,0,895625,969750,862334,all,5873875,3031166,3031166,895625,115000,969750,862334
vector,fdece4e,ascending,20260922,16384,16384,4,0,0.00092925,16384,NA,NA,NA,7471104,700331,42,10391311361299390019,0,3783250,3751709,821791,all,9286667,929250,929250,3783250,667,3751709,821791
skiplist,fdece4e,ascending,20260922,16384,16384,4,0,0.00321846,16384,NA,NA,NA,7225344,1011808,61,10391311361299390019,0,1548542,1557625,961500,all,7286166,3218458,3218458,1548542,41,1557625,961500
vector,fdece4e,ascending,20260922,16384,16384,4,0,0.00096375,16384,NA,NA,NA,7503872,700331,42,10391311361299390019,0,3552250,3684584,852125,all,9052709,963750,963750,3552250,0,3684584,852125
skiplist,fdece4e,ascending,20260922,16384,16384,4,0,0.00321433,16384,NA,NA,NA,7208960,1016344,62,10391311361299390019,0,859167,885458,869125,all,5828083,3214333,3214333,859167,0,885458,869125
radix,fdece4e,ascending,20260922,16384,16384,4,0,0.00206579,16384,NA,NA,NA,9322496,3196640,195,10391311361299390019,0,809000,851083,771625,all,4575416,2065792,2065792,809000,77916,851083,771625
radix,fdece4e,ascending,20260922,16384,16384,4,0,0.001934,16384,NA,NA,NA,9453568,3248200,198,10391311361299390019,0,827250,865125,814250,all,4519041,1934000,1934000,827250,78416,865125,814250
vector,fdece4e,ascending,20260922,16384,16384,4,0,0.00174708,16384,NA,NA,NA,7634944,700331,42,10391311361299390019,0,3786458,3647542,821125,all,10002251,1747084,1747084,3786458,42,3647542,821125
skiplist,fdece4e,ascending,20260922,16384,16384,4,0,0.00626979,16384,NA,NA,NA,7012352,1014312,61,10391311361299390019,0,823833,794667,789500,all,8677834,6269792,6269792,823833,42,794667,789500
radix,fdece4e,ascending,20260922,16384,16384,8,0,0.00329971,16384,NA,NA,NA,9322496,3164376,193,10391311361299390019,0,1301625,1151708,877542,all,6870293,3299709,3299709,1301625,239709,1151708,877542
vector,fdece4e,ascending,20260922,16384,16384,8,0,0.00108329,16384,NA,NA,NA,7651328,700271,42,10391311361299390019,0,3283625,3207750,801958,all,8376750,1083292,1083292,3283625,125,3207750,801958
skiplist,fdece4e,ascending,20260922,16384,16384,8,0,0.00205629,16384,NA,NA,NA,7356416,1022392,62,10391311361299390019,0,790459,796458,800875,all,4444083,2056291,2056291,790459,0,796458,800875
vector,fdece4e,ascending,20260922,16384,16384,8,0,0.00196742,16384,NA,NA,NA,7520256,700209,42,10391311361299390019,0,5499834,3396416,801000,all,11664666,1967416,1967416,5499834,0,3396416,801000
skiplist,fdece4e,ascending,20260922,16384,16384,8,0,0.0055535,16384,NA,NA,NA,7110656,1015632,61,10391311361299390019,0,852083,846333,779917,all,8031833,5553500,5553500,852083,0,846333,779917
radix,fdece4e,ascending,20260922,16384,16384,8,0,0.00318812,16384,NA,NA,NA,9502720,3157336,192,10391311361299390019,0,859667,891708,868667,all,5891334,3188125,3188125,859667,83167,891708,868667
radix,fdece4e,ascending,20260922,16384,16384,8,0,0.00241863,16384,NA,NA,NA,9469952,3184536,194,10391311361299390019,0,1104334,975875,886000,all,5487167,2418625,2418625,1104334,102333,975875,886000
vector,fdece4e,ascending,20260922,16384,16384,8,0,0.0011845,16384,NA,NA,NA,7618560,700291,42,10391311361299390019,0,3475834,3378000,823708,all,8862042,1184500,1184500,3475834,0,3378000,823708
skiplist,fdece4e,ascending,20260922,16384,16384,8,0,0.00217979,16384,NA,NA,NA,7389184,1022456,62,10391311361299390019,0,827250,805666,771209,all,4583917,2179792,2179792,827250,0,805666,771209
vector,fdece4e,ascending,20260922,16384,16384,8,0,0.00130233,16384,NA,NA,NA,7651328,700311,42,10391311361299390019,0,3343083,3191417,777667,all,8614625,1302333,1302333,3343083,125,3191417,777667
skiplist,fdece4e,ascending,20260922,16384,16384,8,0,0.00572692,16384,NA,NA,NA,7028736,1015928,62,10391311361299390019,0,841208,804875,811209,all,8184209,5726917,5726917,841208,0,804875,811209
radix,fdece4e,ascending,20260922,16384,16384,8,0,0.00356554,16384,NA,NA,NA,9502720,3159536,192,10391311361299390019,0,908709,947666,851917,all,6384500,3565541,3565541,908709,110667,947666,851917
radix,fdece4e,ascending,20260922,16384,16384,8,0,0.00365792,16384,NA,NA,NA,9175040,3162008,192,10391311361299390019,0,1311042,1087417,835791,all,7121249,3657916,3657916,1311042,229083,1087417,835791
vector,fdece4e,ascending,20260922,16384,16384,8,0,0.00120425,16384,NA,NA,NA,7634944,700271,42,10391311361299390019,0,3457542,3241042,787375,all,8690500,1204250,1204250,3457542,291,3241042,787375
skiplist,fdece4e,ascending,20260922,16384,16384,8,0,0.00208883,16384,NA,NA,NA,7372800,1018104,62,10391311361299390019,0,784250,773000,788792,all,4434917,2088833,2088833,784250,42,773000,788792
vector,fdece4e,random,20260922,16384,16384,1,0,0.00181667,16384,NA,NA,NA,6995968,679171,41,10391311361299390019,0,3895750,3784291,823875,all,10320583,1816667,1816667,3895750,0,3784291,823875
skiplist,fdece4e,random,20260922,16384,16384,1,0,0.00650271,16384,NA,NA,NA,6832128,969576,59,10391311361299390019,0,878208,839500,841208,all,9061625,6502709,6502709,878208,0,839500,841208
radix,fdece4e,random,20260922,16384,16384,1,0,0.00417429,16384,NA,NA,NA,8798208,2939464,179,10391311361299390019,0,845250,893292,812458,all,6802001,4174292,4174292,845250,76709,893292,812458
radix,fdece4e,random,20260922,16384,16384,1,0,0.00405742,16384,NA,NA,NA,8798208,2939464,179,10391311361299390019,0,1183875,1103417,823375,all,7396167,4057417,4057417,1183875,228083,1103417,823375
vector,fdece4e,random,20260922,16384,16384,1,0,0.00173721,16384,NA,NA,NA,7012352,679171,41,10391311361299390019,0,3688792,3584708,783917,all,9794750,1737208,1737208,3688792,125,3584708,783917
skiplist,fdece4e,random,20260922,16384,16384,1,0,0.00629425,16384,NA,NA,NA,6815744,969304,59,10391311361299390019,0,799125,771916,788625,all,8653958,6294250,6294250,799125,42,771916,788625
vector,fdece4e,random,20260922,16384,16384,1,0,0.001769,16384,NA,NA,NA,7028736,679171,41,10391311361299390019,0,3664541,3586459,949833,all,9969833,1769000,1769000,3664541,0,3586459,949833
skiplist,fdece4e,random,20260922,16384,16384,1,0,0.0081985,16384,NA,NA,NA,6832128,969504,59,10391311361299390019,0,934625,898542,838666,all,10870375,8198500,8198500,934625,42,898542,838666
radix,fdece4e,random,20260922,16384,16384,1,0,0.00486571,16384,NA,NA,NA,8830976,2939464,179,10391311361299390019,0,1315250,958541,823459,all,8076542,4865709,4865709,1315250,113583,958541,823459
radix,fdece4e,random,20260922,16384,16384,1,0,0.00404271,16384,NA,NA,NA,8781824,2939464,179,10391311361299390019,0,1708958,1647375,1220542,all,8759292,4042708,4042708,1708958,139709,1647375,1220542
vector,fdece4e,random,20260922,16384,16384,1,0,0.00181667,16384,NA,NA,NA,7012352,679171,41,10391311361299390019,0,3990292,3758416,819875,all,10385375,1816667,1816667,3990292,125,3758416,819875
skiplist,fdece4e,random,20260922,16384,16384,1,0,0.00586288,16384,NA,NA,NA,6815744,971000,59,10391311361299390019,0,781584,771250,778166,all,8193916,5862875,5862875,781584,41,771250,778166
vector,fdece4e,random,20260922,16384,16384,1,0,0.00177446,16384,NA,NA,NA,7012352,679171,41,10391311361299390019,0,3593833,3915167,812666,all,10096292,1774459,1774459,3593833,167,3915167,812666
skiplist,fdece4e,random,20260922,16384,16384,1,0,0.00742163,16384,NA,NA,NA,6864896,969840,59,10391311361299390019,0,1845250,1397208,1294209,all,11958292,7421625,7421625,1845250,0,1397208,1294209
